item_name,location,parent_category,category,vendor,quantity_sold,net_sales,gross_sales,total_cogs,margin_dollars,margin_pct,percentile,tier
Series-A-0001,B,Accessories,Accessories,Vendor-001,1,39.81,40.0,0.0,39.81,1.0,0.008695652173913044,Dead Stock
Series-A-0002,C,Accessories,Accessories,Vendor-001,2,43.33,50.0,24.0,19.33,0.44611123932610197,0.1826086956521739,Slow Mover
Series-A-0003,C,Accessories,Accessories,Vendor-001,1,22.07,25.0,12.0,10.07,0.4562754870865428,0.008695652173913044,Dead Stock
Series-A-0004,B,Accessories,Accessories,Vendor-001,1,32.23,80.0,80.0,-47.77,-1.4821594787465098,0.008695652173913044,Dead Stock
Series-A-0005,A,Accessories,Accessories,Vendor-001,2,7.41,8.5,2.6,4.8100000000000005,0.6491228070175439,0.1826086956521739,Slow Mover
Series-A-0006,B,Accessories,Accessories,Vendor-001,15,38.77,44.85,45.0,-6.229999999999997,-0.16069125612587043,0.6739130434782609,Medium Mover
Series-A-0007,B,Accessories,Accessories,Vendor-001,1,99.62,100.0,49.0,50.620000000000005,0.5081308974101586,0.008695652173913044,Dead Stock
Series-A-0008,A,Accessories,Accessories,Vendor-001,3,140.08,150.0,84.0,56.08000000000001,0.40034266133637925,0.2956521739130435,Slow Mover
Series-A-0009,B,Accessories,Accessories,Vendor-001,1,59.8,60.0,60.0,-0.20000000000000284,-0.003344481605351218,0.008695652173913044,Dead Stock
Series-A-0010,A,Accessories,Accessories,Vendor-001,2,113.26,120.0,60.0,53.260000000000005,0.47024545294013775,0.1826086956521739,Slow Mover
Series-A-0011,B,Accessories,Accessories,Vendor-001,2,132.04,140.0,68.0,64.03999999999999,0.4850045440775522,0.1826086956521739,Slow Mover
Series-A-0012,B,Accessories,Accessories,Vendor-001,1,14.95,15.0,6.75,8.2,0.5484949832775919,0.008695652173913044,Dead Stock
Series-A-0013,B,Accessories,Accessories,Vendor-001,25,72.47,75.0,75.0,-2.530000000000001,-0.034910997654201754,0.7521739130434782,Fast Mover
Series-A-0014,B,Accessories,Accessories,Vendor-001,2,16.79,20.0,20.0,-3.210000000000001,-0.1911852293031567,0.1826086956521739,Slow Mover
Series-A-0015,B,Accessories,Accessories,Vendor-001,4,35.05,40.0,12.0,23.049999999999997,0.6576319543509273,0.3739130434782609,Medium Mover
Series-A-0016,B,Accessories,Accessories,Vendor-001,1,69.57,70.0,32.0,37.56999999999999,0.5400316228259306,0.008695652173913044,Dead Stock
Series-A-0016,A,Accessories,Accessories,Vendor-001,5,284.43,350.0,160.0,124.43,0.4374714340962627,0.4260869565217391,Medium Mover
Series-A-0017,B,Accessories,Accessories,Vendor-001,430,2409.29,2580.0,2350.0,59.289999999999964,0.024608909678785023,0.9826086956521739,Fast Mover
Series-A-0018,B,Accessories,Accessories,Vendor-001,1,71.97,80.0,75.0,-3.030000000000001,-0.04210087536473532,0.008695652173913044,Dead Stock
Series-A-0019,B,Accessories,Accessories,Vendor-001,2,139.69,140.0,140.0,-0.3100000000000023,-0.002219199656382005,0.1826086956521739,Slow Mover
Series-A-0020,A,Accessories,Accessories,Vendor-001,28,154.66,168.0,168.0,-13.340000000000003,-0.08625371783266522,0.7782608695652173,Fast Mover
Series-A-0021,B,Accessories,Accessories,Vendor-001,45,81.14,90.0,90.0,-8.86,-0.10919398570372195,0.8304347826086956,Fast Mover
Series-A-0022,B,Accessories,Accessories,Vendor-001,13,95.16,104.0,64.09,31.069999999999993,0.3265027322404371,0.6478260869565218,Medium Mover
Series-A-0023,A,Accessories,Accessories,Vendor-001,46,258.16,276.0,112.7,145.46000000000004,0.5634490238611715,0.8347826086956521,Fast Mover
Series-A-0024,B,Accessories,Accessories,Vendor-001,6,86.57,90.0,90.0,-3.430000000000007,-0.03962111585999777,0.4956521739130435,Medium Mover
Series-A-0025,B,Accessories,Accessories,Vendor-001,14,271.46,280.0,32.48,238.98,0.8803506962351728,0.6608695652173913,Medium Mover
Series-A-0025,A,Accessories,Accessories,Vendor-001,12,224.93,240.0,27.84,197.09,0.8762281598719601,0.6173913043478261,Medium Mover
Series-A-0026,B,Accessories,Accessories,Vendor-001,88,164.91,176.0,0.0,164.91,1.0,0.908695652173913,Fast Mover
Series-A-0027,B,Accessories,Accessories,Vendor-001,7,104.41,105.0,55.93,48.48,0.4643233406761804,0.5173913043478261,Medium Mover
Series-A-0028,B,Accessories,Accessories,Vendor-001,3,28.14,30.0,16.5,11.64,0.4136460554371002,0.2956521739130435,Slow Mover
Series-A-0029,B,Accessories,Accessories,Vendor-001,2,52.07,60.0,0.0,52.07,1.0,0.1826086956521739,Slow Mover
Series-A-0030,B,Accessories,Accessories,Vendor-001,5,119.28,125.0,59.0,60.28,0.505365526492287,0.4260869565217391,Medium Mover
Series-A-0031,B,Accessories,Accessories,Vendor-001,4,109.91,120.0,62.0,47.91,0.43590210171958876,0.3739130434782609,Medium Mover
Series-A-0032,B,Accessories,Accessories,Vendor-001,1,24.97,25.0,0.0,24.97,1.0,0.008695652173913044,Dead Stock
Series-A-0033,B,Accessories,Accessories,Vendor-001,4,99.66,100.0,56.0,43.66,0.43808950431466986,0.3739130434782609,Medium Mover
Series-A-0034,A,Accessories,Accessories,Vendor-001,4,97.11,100.0,44.0,53.11,0.5469055710019566,0.3739130434782609,Medium Mover
Series-A-0035,B,Accessories,Accessories,Vendor-001,7,160.04,175.0,184.98,-24.939999999999998,-0.15583604098975257,0.5173913043478261,Medium Mover
Series-A-0036,B,Accessories,Accessories,Vendor-001,2,46.16,50.0,50.0,-3.8400000000000034,-0.08318890814558066,0.1826086956521739,Slow Mover
Series-A-0037,A,Accessories,Accessories,Vendor-001,3,65.73,75.0,25.5,40.230000000000004,0.6120492925604747,0.2956521739130435,Slow Mover
Series-A-0038,B,Accessories,Accessories,Vendor-001,1,39.94,40.0,0.0,39.94,1.0,0.008695652173913044,Dead Stock
Series-A-0039,B,Accessories,Accessories,Vendor-001,2,29.67,30.0,30.0,-0.3299999999999983,-0.011122345803842207,0.1826086956521739,Slow Mover
Series-A-0040,B,Accessories,Accessories,Vendor-001,4,148.04,320.0,320.0,-171.96,-1.1615779519048908,0.3739130434782609,Medium Mover
Series-A-0041,B,Accessories,Accessories,Vendor-001,8,342.54,640.0,640.0,-297.46,-0.8683949319787468,0.5521739130434783,Medium Mover
Series-A-0042,A,Accessories,Accessories,Vendor-001,1,64.55,65.0,34.0,30.549999999999997,0.4732765298218435,0.008695652173913044,Dead Stock
Series-A-0043,B,Accessories,Accessories,Vendor-001,10,46.71,50.0,50.0,-3.289999999999999,-0.07043459644615711,0.5782608695652174,Medium Mover
Series-A-0044,B,Accessories,Accessories,Vendor-001,6,167.73,180.0,188.0,-20.27000000000001,-0.12084898348536345,0.4956521739130435,Medium Mover
Series-A-0045,B,Accessories,Accessories,Vendor-001,4,132.66,140.0,140.0,-7.340000000000003,-0.05532941353836879,0.3739130434782609,Medium Mover
Series-A-0046,A,Accessories,Accessories,Vendor-001,3,74.05,75.0,36.0,38.05,0.513841998649561,0.2956521739130435,Slow Mover
Series-A-0047,B,Accessories,Accessories,Vendor-001,47,887.91,940.0,470.0,417.90999999999997,0.4706670721131646,0.8391304347826087,Fast Mover
Series-A-0048,B,Accessories,Accessories,Vendor-001,10,19.1,19.9,19.9,-0.7999999999999972,-0.04188481675392655,0.5782608695652174,Medium Mover
Series-A-0049,A,Accessories,Accessories,Vendor-001,47,111.02,117.03,117.03,-6.010000000000005,-0.054134390199964015,0.8391304347826087,Fast Mover
Series-A-0050,A,Accessories,Accessories,Vendor-001,14,57.02,63.88,56.0,1.0200000000000031,0.01788846018940728,0.6608695652173913,Medium Mover
Series-A-0050,B,Accessories,Accessories,Vendor-001,102,383.36,406.98,408.0,-24.639999999999986,-0.06427378964941566,0.9434782608695652,Fast Mover
Series-A-0051,B,Accessories,Accessories,Vendor-001,9,66.92,72.0,0.0,66.92,1.0,0.5565217391304348,Medium Mover
Series-A-0052,C,Accessories,Accessories,Vendor-001,1,3.66,4.0,1.93,1.7300000000000002,0.4726775956284153,0.008695652173913044,Dead Stock
Series-A-0052,B,Accessories,Accessories,Vendor-001,52,189.4,207.48,205.5,-16.099999999999994,-0.08500527983104537,0.8565217391304348,Fast Mover
Series-A-0053,A,Accessories,Accessories,Vendor-001,7,25.35,27.93,27.93,-2.5799999999999983,-0.101775147928994,0.5173913043478261,Medium Mover
Series-A-0054,B,Accessories,Accessories,Vendor-001,7,225.39,245.0,245.0,-19.610000000000014,-0.08700474732685574,0.5173913043478261,Medium Mover
Series-A-0055,B,Accessories,Accessories,Vendor-001,7,233.54,245.0,245.0,-11.460000000000008,-0.049070822985355866,0.5173913043478261,Medium Mover
Series-A-0056,A,Accessories,Accessories,Vendor-001,26,56.56,64.2,21.84,34.72,0.6138613861386139,0.7608695652173914,Fast Mover
Series-A-0057,A,Accessories,Accessories,Vendor-001,7,20.96,24.5,10.36,10.600000000000001,0.5057251908396947,0.5173913043478261,Medium Mover
Series-A-0058,B,Accessories,Accessories,Vendor-001,21,604.42,630.0,315.0,289.41999999999996,0.478839217762483,0.7434782608695653,Medium Mover
Series-A-0058,A,Accessories,Accessories,Vendor-001,5,139.49,150.0,75.0,64.49000000000001,0.46232704853394513,0.4260869565217391,Medium Mover
Series-A-0059,B,Accessories,Accessories,Vendor-001,2,46.02,50.0,50.0,-3.979999999999997,-0.08648413733159488,0.1826086956521739,Slow Mover
Series-A-0060,B,Accessories,Accessories,Vendor-001,1,24.63,25.0,25.0,-0.370000000000001,-0.015022330491270849,0.008695652173913044,Dead Stock
Series-A-0061,B,Accessories,Accessories,Vendor-001,2,47.41,50.0,50.0,-2.5900000000000034,-0.05462982493144914,0.1826086956521739,Slow Mover
Series-A-0062,B,Accessories,Accessories,Vendor-001,2,89.07,130.0,60.0,29.069999999999993,0.3263725159986527,0.1826086956521739,Slow Mover
Series-A-0063,B,Accessories,Accessories,Vendor-001,74,1390.49,1479.26,740.0,650.49,0.46781350459190646,0.8913043478260869,Fast Mover
Series-A-0063,A,Accessories,Accessories,Vendor-001,40,746.36,799.6,400.0,346.36,0.46406559837075945,0.8130434782608695,Fast Mover
Series-A-0064,B,Accessories,Accessories,Vendor-001,5,135.52,179.95,0.0,135.52,1.0,0.4260869565217391,Medium Mover
Series-A-0065,B,Accessories,Accessories,Vendor-001,6,136.75,229.94,0.0,136.75,1.0,0.4956521739130435,Medium Mover
Series-A-0066,B,Accessories,Accessories,Vendor-001,3,86.73,195.0,96.0,-9.269999999999996,-0.1068834313386371,0.2956521739130435,Slow Mover
Series-A-0067,A,Accessories,Accessories,Vendor-001,101,278.54,303.0,181.8,96.74000000000001,0.34731097867451716,0.9347826086956522,Fast Mover
Series-A-0067,B,Accessories,Accessories,Vendor-001,467,1308.91,1401.0,840.6,468.31000000000006,0.35778624962755273,0.9869565217391304,Fast Mover
Series-A-0068,A,Accessories,Accessories,Vendor-002,9,85.8,90.0,40.5,45.3,0.5279720279720279,0.5565217391304348,Medium Mover
Series-A-0068,B,Accessories,Accessories,Vendor-002,3,29.09,30.0,30.0,-0.9100000000000001,-0.031282227569611555,0.2956521739130435,Slow Mover
Series-A-0069,B,Accessories,Accessories,Vendor-001,1,39.65,40.0,40.0,-0.3500000000000014,-0.008827238335435092,0.008695652173913044,Dead Stock
Series-A-0070,A,Accessories,Accessories,Vendor-001,5,9.42,9.95,9.95,-0.5299999999999994,-0.05626326963906575,0.4260869565217391,Medium Mover
Series-A-0071,B,Accessories,Accessories,Vendor-001,984,1799.34,1968.0,1645.44,153.89999999999986,0.08553136149921631,1.0,Fast Mover
Series-A-0071,A,Accessories,Accessories,Vendor-001,227,455.57,508.75,199.76,255.81,0.5615163421647607,0.9739130434782609,Fast Mover
Series-A-0071,C,Accessories,Accessories,Vendor-001,12,26.09,27.0,10.56,15.53,0.5952472211575316,0.6173913043478261,Medium Mover
Series-A-0072,B,Accessories,Accessories,Vendor-001,4,36.48,40.0,40.0,-3.520000000000003,-0.09649122807017553,0.3739130434782609,Medium Mover
Series-A-0073,B,Accessories,Accessories,Vendor-001,5,49.83,50.0,50.0,-0.1700000000000017,-0.0034115994380895386,0.4260869565217391,Medium Mover
Series-A-0074,B,Accessories,Accessories,Vendor-001,1,14.33,15.0,15.0,-0.6699999999999999,-0.04675505931612002,0.008695652173913044,Dead Stock
Series-A-0075,A,Accessories,Accessories,Vendor-001,2,15.66,16.0,7.4,8.26,0.5274584929757343,0.1826086956521739,Slow Mover
Series-A-0076,B,Accessories,Accessories,Vendor-001,5,131.32,166.0,118.0,13.319999999999993,0.1014316174230886,0.4260869565217391,Medium Mover
Series-A-0077,B,Accessories,Accessories,Vendor-001,6,197.04,210.0,210.0,-12.960000000000008,-0.06577344701583439,0.4956521739130435,Medium Mover
Series-A-0078,B,Accessories,Accessories,Vendor-001,1,9.86,12.99,12.99,-3.130000000000001,-0.3174442190669372,0.008695652173913044,Dead Stock
Series-A-0079,B,Accessories,Accessories,Vendor-003,55,101.16,109.45,55.0,46.16,0.45630684064847765,0.8608695652173913,Fast Mover
Series-A-0079,A,Accessories,Accessories,Vendor-003,93,174.79,191.57,93.0,81.78999999999999,0.46793294810915953,0.9217391304347826,Fast Mover
Series-A-0080,B,Accessories,Accessories,Vendor-001,17,29.72,34.0,0.0,29.72,1.0,0.7086956521739131,Medium Mover
Series-A-0081,B,Accessories,Accessories,Vendor-001,10,19.2,20.0,0.0,19.2,1.0,0.5782608695652174,Medium Mover
Series-A-0082,A,Accessories,Accessories,Vendor-004,20,113.34,120.0,70.0,43.34,0.3823892712193401,0.7217391304347827,Medium Mover
Series-A-0082,B,Accessories,Accessories,Vendor-004,29,166.58,174.0,101.5,65.08000000000001,0.3906831552407252,0.7869565217391304,Fast Mover
Series-A-0083,B,Accessories,Accessories,Vendor-004,16,91.46,95.84,53.6,37.85999999999999,0.41395145418762297,0.691304347826087,Medium Mover
Series-A-0083,A,Accessories,Accessories,Vendor-004,12,64.96,71.88,40.2,24.75999999999999,0.3811576354679802,0.6173913043478261,Medium Mover
Series-A-0084,A,Accessories,Accessories,Vendor-004,18,95.64,107.82,63.0,32.64,0.34127979924717694,0.717391304347826,Medium Mover
Series-A-0084,B,Accessories,Accessories,Vendor-004,13,72.96,78.0,45.5,27.459999999999994,0.37637061403508765,0.6478260869565218,Medium Mover
Series-A-0085,A,Accessories,Accessories,Vendor-004,21,116.96,125.79,73.5,43.459999999999994,0.3715800273597811,0.7434782608695653,Medium Mover
Series-A-0085,B,Accessories,Accessories,Vendor-004,27,155.76,162.0,94.5,61.25999999999999,0.39329738058551617,0.7695652173913043,Fast Mover
Series-A-0086,A,Accessories,Accessories,Vendor-004,11,62.06,65.89,38.5,23.560000000000002,0.3796326135997422,0.6,Medium Mover
Series-A-0086,B,Accessories,Accessories,Vendor-004,15,83.25,90.0,52.5,30.75,0.36936936936936937,0.6739130434782609,Medium Mover
Series-A-0087,B,Accessories,Accessories,Vendor-004,15,84.54,90.0,52.5,32.040000000000006,0.3789921930447126,0.6739130434782609,Medium Mover
Series-A-0087,A,Accessories,Accessories,Vendor-004,20,111.04,120.0,70.0,41.040000000000006,0.36959654178674356,0.7217391304347827,Medium Mover
Series-A-0088,B,Accessories,Accessories,Vendor-004,12,67.42,72.0,42.0,25.42,0.3770394541679027,0.6173913043478261,Medium Mover
Series-A-0088,A,Accessories,Accessories,Vendor-004,39,214.06,234.0,136.5,77.56,0.3623283191628515,0.808695652173913,Fast Mover
Series-A-0089,B,Accessories,Accessories,Vendor-004,20,111.5,120.0,70.0,41.5,0.3721973094170404,0.7217391304347827,Medium Mover
Series-A-0089,A,Accessories,Accessories,Vendor-004,27,147.8,161.73,94.5,53.30000000000001,0.3606224627875508,0.7695652173913043,Fast Mover
Series-A-0090,B,Accessories,Accessories,Vendor-001,5,46.23,50.0,50.0,-3.770000000000003,-0.0815487778498811,0.4260869565217391,Medium Mover
Series-A-0091,B,Accessories,Accessories,Vendor-001,20,95.03,100.0,100.0,-4.969999999999999,-0.05229927391350099,0.7217391304347827,Medium Mover
Series-A-0092,A,Accessories,Accessories,Vendor-001,11,103.17,110.0,55.0,48.17,0.46689929242996997,0.6,Medium Mover
Series-A-0093,B,Accessories,Accessories,Vendor-001,3,29.13,30.0,30.0,-0.870000000000001,-0.029866117404737418,0.2956521739130435,Slow Mover
Series-A-0094,B,Accessories,Accessories,Vendor-001,1,74.77,75.0,32.63,42.13999999999999,0.5635950247425437,0.008695652173913044,Dead Stock
Series-A-0095,B,Accessories,Accessories,Vendor-001,1,74.9,75.0,40.0,34.900000000000006,0.46595460614152207,0.008695652173913044,Dead Stock
Series-A-0096,B,Accessories,Accessories,Vendor-001,2,90.92,100.0,50.0,40.92,0.4500659920809503,0.1826086956521739,Slow Mover
Series-A-0097,B,Accessories,Accessories,Vendor-001,1,119.66,120.0,60.0,59.66,0.49857930803944506,0.008695652173913044,Dead Stock
Series-A-0098,A,Accessories,Accessories,Vendor-001,6,12.74,13.5,2.52,10.22,0.8021978021978022,0.4956521739130435,Medium Mover
Series-A-0099,B,Accessories,Accessories,Vendor-001,9,84.51,90.0,90.0,-5.489999999999995,-0.06496272630457928,0.5565217391304348,Medium Mover
Series-A-0100,B,Accessories,Accessories,Vendor-001,1,130.03,160.0,76.8,53.230000000000004,0.4093670691378913,0.008695652173913044,Dead Stock
Series-A-0101,B,Accessories,Accessories,Vendor-001,1,165.75,199.99,199.99,-34.24000000000001,-0.20657616892911015,0.008695652173913044,Dead Stock
Series-A-0102,B,Accessories,Accessories,Vendor-001,4,179.61,195.0,200.0,-20.389999999999986,-0.1135237458938811,0.3739130434782609,Medium Mover
Series-A-0103,B,Accessories,Accessories,Vendor-001,2,278.54,280.0,280.0,-1.4599999999999795,-0.005241617002943848,0.1826086956521739,Slow Mover
Series-A-0104,B,Accessories,Accessories,Vendor-001,2,264.88,280.0,290.0,-25.120000000000005,-0.09483539716097858,0.1826086956521739,Slow Mover
Series-A-0105,B,Accessories,Accessories,Vendor-001,1,149.85,150.0,150.0,-0.15000000000000568,-0.001001001001001039,0.008695652173913044,Dead Stock
Series-A-0106,B,Accessories,Accessories,Vendor-001,5,291.97,330.0,350.0,-58.02999999999997,-0.19875329657156546,0.4260869565217391,Medium Mover
Series-A-0107,B,Accessories,Accessories,Vendor-001,1,22.03,25.0,25.0,-2.969999999999999,-0.13481615978211525,0.008695652173913044,Dead Stock
Series-A-0108,A,Accessories,Accessories,Vendor-001,1,359.76,399.99,250.0,109.75999999999999,0.3050922837447187,0.008695652173913044,Dead Stock
Series-A-0109,A,Accessories,Accessories,Vendor-001,3,27.63,30.0,12.6,15.03,0.5439739413680782,0.2956521739130435,Slow Mover
Series-A-0110,A,Accessories,Accessories,Vendor-001,47,438.25,470.0,470.0,-31.75,-0.07244723331431831,0.8391304347826087,Fast Mover
Series-A-0111,B,Accessories,Accessories,Vendor-001,26,597.92,649.74,650.0,-52.08000000000004,-0.08710195343858718,0.7608695652173914,Fast Mover
Series-A-0112,B,Accessories,Accessories,Vendor-001,47,212.55,235.0,109.04,103.51,0.4869912961656081,0.8391304347826087,Fast Mover
Series-A-0113,B,Accessories,Accessories,Vendor-001,10,91.96,100.0,100.0,-8.040000000000006,-0.08742931709438893,0.5782608695652174,Medium Mover
Series-A-0113,A,Accessories,Accessories,Vendor-001,5,43.59,50.0,27.5,16.090000000000003,0.36912135810965824,0.4260869565217391,Medium Mover
Series-A-0114,A,Accessories,Accessories,Vendor-001,17,62.2,67.83,35.19,27.010000000000005,0.43424437299035373,0.7086956521739131,Medium Mover
Series-A-0114,C,Accessories,Accessories,Vendor-001,3,11.42,11.97,6.21,5.21,0.45621716287215414,0.2956521739130435,Slow Mover
Series-A-0115,B,Accessories,Accessories,Vendor-001,68,259.67,272.0,272.0,-12.329999999999984,-0.04748334424461811,0.8782608695652174,Fast Mover
Series-A-0115,C,Accessories,Accessories,Vendor-001,3,10.32,12.0,6.0,4.32,0.4186046511627907,0.2956521739130435,Slow Mover
Series-A-0116,B,Accessories,Accessories,Vendor-001,91,336.46,363.09,363.09,-26.629999999999995,-0.07914759555370622,0.9173913043478261,Fast Mover
Series-A-0117,B,Accessories,Accessories,Vendor-001,20,77.66,79.8,41.0,36.66,0.47205768735513776,0.7217391304347827,Medium Mover
Series-A-0118,B,Accessories,Accessories,Vendor-001,15,55.06,60.0,0.0,55.06,1.0,0.6739130434782609,Medium Mover
Series-A-0119,B,Accessories,Accessories,Vendor-001,43,157.89,172.0,128.57,29.319999999999993,0.18569890430046232,0.8173913043478261,Fast Mover
Series-A-0120,B,Accessories,Accessories,Vendor-001,1,39.77,39.99,50.0,-10.229999999999997,-0.2572290671360321,0.008695652173913044,Dead Stock
Series-A-0121,B,Accessories,Accessories,Vendor-001,1,24.4,25.0,25.0,-0.6000000000000014,-0.024590163934426288,0.008695652173913044,Dead Stock
Series-A-0122,A,Accessories,Accessories,Vendor-001,1,73.97,82.99,42.0,31.97,0.432202244153035,0.008695652173913044,Dead Stock
Series-A-0123,A,Accessories,Accessories,Vendor-001,2,164.74,165.98,84.0,80.74000000000001,0.4901056209785116,0.1826086956521739,Slow Mover
